invoice_id,tenant_id,service_category,cost_usd,compute_hours,billing_date
INV-130764,T-1063,Analytics,300.33,486.26,2026-01-30
INV-130765,T-1052,Analytics,1682.68,443.36,2026-07-08
INV-130766,T-1027,Database,1446.94,457.26,2026-03-07
INV-130767,T-1053,Analytics,523.97,109.2,2026-06-30
INV-130768,T-1045,Compute,1246.36,441.25,2026-03-04
INV-130769,T-1042,Database,432.69,121.68,2026-06-11
INV-130770,T-1052,Storage,1627.47,393.4,2026-06-01
INV-130771,T-1068,Database,517.69,136.98,2026-03-05
INV-130772,T-1062,Compute,353.93,424.2,2026-07-02
INV-130773,T-1046,Analytics,1454.98,426.52,2026-07-03
INV-130774,T-1042,Network,538.11,257.78,2026-02-27
INV-130775,T-1033,Network,247.62,134.63,2026-05-07
INV-130776,T-1049,Database,817.84,486.06,2026-03-17
INV-130777,T-1072,Analytics,212.48,269.81,2026-05-05
INV-130778,T-1079,Analytics,627.94,225.81,2026-06-27
INV-130779,T-1066,Compute,712.49,150.34,2026-04-22
INV-130780,T-1024,Storage,292.12,193.38,2026-08-10
INV-130781,T-1053,Storage,227.35,154.09,2026-06-11
INV-130782,T-1079,Database,179.22,103.37,2026-08-21
INV-130783,T-1031,Network,1686.13,399.26,2026-06-01
INV-130784,T-1071,Storage,758.14,204.54,2026-06-26
INV-130785,T-1038,Analytics,723.76,461.99,2026-01-25
INV-130786,T-1029,Network,1312.26,267.89,2026-04-21
INV-130787,T-1057,Database,940.47,192.72,2026-07-18
INV-130788,T-1065,Network,976.72,405.93,2026-04-04
INV-130789,T-1037,Network,1116.43,411.74,2026-06-29
INV-130790,T-1077,Compute,736.19,212.17,2026-03-21
INV-130791,T-1037,Analytics,1041.5,391.41,2026-04-01
INV-130792,T-1015,Storage,1136.14,432.57,2026-06-17
INV-130793,T-1084,Compute,514.61,378.68,2026-05-28
INV-130794,T-1068,Compute,531.56,371.78,2026-03-17
INV-130795,T-1023,Storage,608.18,296.75,2026-05-30
INV-130796,T-1008,Analytics,247.95,109.12,2026-04-09
INV-130797,T-1024,Database,177.68,109.91,2026-05-09
INV-130798,T-1044,Database,241.39,378.97,2026-06-14
INV-130799,T-1030,Compute,1099.2,388.7,2026-02-18
INV-130800,T-1070,Database,539.88,226.7,2026-06-28
INV-130801,T-1056,Compute,425.41,404.72,2026-07-14
INV-130802,T-1026,Database,615.32,392.02,2026-08-16
INV-130803,T-1076,Database,719.09,148.33,2026-06-12
INV-130804,T-1041,Compute,926.46,393.53,2026-08-26
INV-130805,T-1037,Analytics,248.41,61.48,2026-04-07
INV-130806,T-1073,Database,980.2,286.54,2026-06-12
INV-130807,T-1035,Compute,1691.88,363.16,2026-02-16
INV-130808,T-1057,Network,666.22,210.42,2026-08-06
INV-130809,T-1074,Compute,1621.24,499.47,2026-04-02
INV-130810,T-1023,Database,1485.12,371.7,2026-08-20
INV-130811,T-1033,Database,423.37,166.51,2026-07-12
INV-130812,T-1004,Network,12.56,21.88,2026-03-29
INV-130813,T-1026,Compute,2156.82,455.38,2026-03-15
INV-130814,T-1082,Database,938.04,432.79,2026-03-05
INV-130815,T-1034,Network,725.57,487.08,2026-03-28
INV-130816,T-1021,Database,1714.48,349.02,2026-02-16
INV-130817,T-1077,Network,629.96,288.78,2026-06-08
INV-130818,T-1077,Network,933.47,363.79,2026-04-26
INV-130819,T-1033,Analytics,914.14,235.84,2026-04-08
INV-130820,T-1078,Network,697.99,169.14,2026-03-17
INV-130821,T-1001,Database,787.69,380.98,2026-02-10
INV-130822,T-1034,Analytics,1537.38,333.57,2026-02-28
INV-130823,T-1044,Network,157.62,58.04,2026-07-31
INV-130824,T-1067,Analytics,1637.55,490.69,2026-05-17
INV-130825,T-1044,Network,187.72,92.54,2026-08-22
INV-130826,T-1041,Analytics,224.7,442.97,2026-06-20
INV-130827,T-1074,Storage,1727.52,486.85,2026-02-20
INV-130828,T-1018,Database,514.67,397.44,2026-06-25
INV-130829,T-1030,Network,456.83,226.26,2026-03-07
INV-130830,T-1013,Storage,330.83,85.38,2026-04-30
INV-130831,T-1020,Database,149.39,147.22,2026-05-02
INV-130832,,Analytics,319.3,334.39,2026-02-07
INV-130833,T-1073,Database,351.18,154.3,2026-08-19
INV-130834,T-1072,Network,40.72,55.24,2026-06-13
INV-130835,T-1069,Database,629.88,282.85,2026-08-17
INV-130836,T-1050,Storage,987.97,383.96,2026-03-28
INV-130837,T-1046,Database,185.02,157.71,2026-02-24
INV-130838,T-1046,UnknownService,1251.28,420.28,2026-06-11
INV-130839,T-1073,Compute,958.67,462.52,2026-03-02
INV-130840,T-1038,Network,46.8,88.94,2026-03-04
INV-130841,T-1022,Storage,418.48,496.63,2026-06-28
INV-130842,T-1038,Compute,779.04,324.89,2026-04-12
INV-130843,T-1078,Database,348.31,79.42,2026-03-03
INV-130844,T-1008,Network,154.96,49.36,2026-02-06
INV-130845,T-1039,Compute,290.52,338.13,2026-05-26
INV-130846,T-1035,Storage,839.17,396.06,2026-05-11
INV-130847,T-1001,Compute,836.1,199.14,2026-04-13
INV-130848,T-1025,Database,848.56,409.55,2026-08-13
INV-130849,T-1050,Analytics,526.11,339.9,2026-07-05
INV-130850,T-1060,Database,1172.22,375.51,2026-04-29
INV-130851,T-1031,Analytics,109.39,51.28,2026-05-06
INV-130852,T-1032,Database,302.83,303.34,2026-04-27
INV-130853,T-1076,Compute,571.7,269.33,2026-03-14
INV-130854,T-1055,Database,973.86,235.4,2026-03-22
INV-130855,T-1041,Storage,369.55,113.85,2026-05-04
INV-130856,T-1033,Analytics,637.19,165.06,2026-01-04
INV-130857,T-1026,Network,146.59,107.59,2026-07-01
INV-130858,T-1057,Storage,32.65,29.79,2026-08-21
INV-130859,T-1065,UnknownService,556.09,446.36,2026-05-23
INV-130860,T-1046,Analytics,41.77,13.8,2026-06-04
INV-130861,T-1039,Database,857.56,271.01,2026-04-28
INV-130862,T-1072,Storage,555.17,287.92,2026-02-26
INV-130863,T-1039,Compute,655.87,406.46,2026-03-27
INV-130864,T-1075,Compute,1027.43,267.96,2026-08-12
INV-130865,T-1063,Compute,1008.13,344.24,2026-05-31
INV-130866,T-1071,Storage,240.58,95.14,2026-01-25
INV-130867,T-1063,Database,843.51,373.91,2026-08-21
INV-130868,T-1030,Network,153.55,98.59,2026-02-11
INV-130869,T-1048,Analytics,232.41,71.31,2026-04-08
INV-130870,T-1044,Database,714.76,205.7,2026-02-28
INV-130871,T-1010,Analytics,361.16,253.04,2026-01-31
INV-130872,T-1075,Database,344.2,184.93,2026-06-05
INV-130873,T-1051,Storage,63.53,54.88,2026-06-04
INV-130874,T-1079,Database,858.56,244.0,2026-03-05
INV-130875,T-1039,Storage,130.68,45.92,2026-06-29
INV-130876,T-1060,Analytics,297.26,443.52,2026-06-09
INV-130877,T-1085,Compute,163.45,62.53,2026-05-13
INV-130878,T-1036,Network,1300.55,474.0,2026-03-31
INV-130879,T-1008,Analytics,1085.3,322.67,2026-03-01
INV-130880,T-1012,Compute,1206.83,408.3,2026-05-02
INV-130881,T-1056,Analytics,348.52,226.85,2026-02-15
INV-130882,T-1019,Storage,798.41,172.38,2026-05-02
INV-130883,T-1082,Storage,424.79,209.18,2026-08-09
INV-130884,T-1016,Analytics,309.3,264.33,2026-01-07
INV-130885,T-1023,Compute,689.68,231.89,2026-04-13
INV-130886,T-1025,Network,575.67,186.54,2026-06-13
INV-130887,T-1007,Network,241.94,169.52,2026-07-17
INV-130888,T-1012,Database,422.59,338.54,2026-06-20
INV-130889,T-1047,Analytics,719.02,302.1,2026-04-12
INV-130890,T-1041,Compute,1074.54,312.62,2026-01-29
INV-130891,T-1017,Storage,2143.93,437.33,2026-01-20
INV-130892,T-1066,Compute,185.54,111.11,2026-08-02
INV-130893,,Database,64.97,38.8,2026-03-15
INV-130894,T-1036,Database,757.9,258.68,2026-04-25
INV-130895,T-1068,Network,344.34,125.74,2026-04-16
INV-130896,T-1019,Analytics,476.41,243.02,2026-08-18
INV-130897,T-1013,Analytics,1390.22,428.16,2026-04-20
INV-130898,T-1006,Network,488.53,150.31,2026-02-22
INV-130899,T-1055,Database,943.98,274.98,2026-02-11
INV-130900,T-1055,Database,130.54,63.97,2026-08-20
INV-130901,T-1063,Network,407.47,200.79,2026-04-18
INV-130902,T-1034,Compute,269.44,105.59,2026-07-06
INV-130903,T-1047,Analytics,1174.0,271.74,2026-07-23
INV-130904,T-1055,Compute,303.12,98.15,2026-07-26
INV-130905,T-1028,Storage,426.47,328.59,2026-02-05
INV-130906,T-1085,Network,381.01,272.03,2026-07-25
INV-130907,T-1080,Compute,160.8,36.7,2026-07-24
INV-130908,,Analytics,563.26,271.11,2026-04-01
INV-130909,T-1013,Analytics,647.89,167.76,2026-03-17
INV-130910,T-1080,Network,1427.32,408.97,2026-05-24
INV-130911,T-1025,Database,946.77,239.62,2026-04-27
INV-130912,T-1003,Compute,1243.84,307.54,2026-01-29
INV-130913,T-1085,Database,1366.48,419.27,2026-07-05
INV-130914,T-1015,Analytics,1000.22,352.02,2026-03-28
INV-130915,T-1050,Storage,635.69,253.01,2026-02-28
INV-130916,T-1008,Network,1064.44,213.91,2026-01-04
INV-130917,T-1056,UnknownService,899.67,430.24,2026-03-23
INV-130918,T-1026,Compute,869.28,228.44,2026-02-27
INV-130919,,Network,446.89,93.97,2026-02-11
INV-130920,T-1030,Database,29.4,20.46,2026-05-06
INV-130921,T-1047,Compute,600.96,313.24,2026-03-04
INV-130922,T-1022,Storage,358.04,225.24,2026-03-02
INV-130923,T-1002,Compute,1734.05,457.01,2026-02-11
INV-130924,T-1052,Database,387.28,228.05,2026-04-09
INV-130925,T-1078,Database,254.72,294.52,2026-01-17
INV-130926,T-1049,Database,1680.14,377.07,2026-08-24
INV-130927,T-1030,Storage,511.3,443.08,2026-01-22
INV-130928,T-1020,Network,250.88,77.99,2026-02-23
INV-130929,T-1083,Storage,471.99,125.42,2026-07-10
INV-130930,T-1081,Storage,178.02,288.16,2026-05-01
INV-130931,T-1055,Storage,114.66,78.2,2026-05-02
INV-130932,T-1065,Storage,628.57,213.59,2026-04-06
INV-130933,T-1041,Database,292.9,141.75,2026-06-14
INV-130934,T-1058,Compute,945.99,231.15,2026-08-01
INV-130935,T-1030,Storage,43.37,11.32,2026-02-17
INV-130936,T-1038,Compute,1398.84,320.24,2026-01-12
INV-130937,T-1068,Analytics,160.09,54.86,2026-03-06
INV-130938,T-1017,Network,194.82,54.88,2026-08-09
INV-130939,T-1079,Compute,868.03,330.58,2026-04-18
INV-130940,T-1010,Storage,533.11,420.53,2026-05-03
INV-130941,T-1057,Network,311.63,414.3,2026-06-02
INV-130942,T-1076,Database,1544.1,348.06,2026-04-10
INV-130943,T-1011,Compute,823.91,186.3,2026-05-30
INV-130944,T-1048,Analytics,545.21,441.67,2026-05-06
INV-130945,T-1083,Network,832.09,287.97,2026-02-20
INV-130946,T-1048,Compute,889.3,391.24,2026-08-16
INV-130947,T-1046,Compute,1216.7,416.34,2026-04-08
INV-130948,T-1041,Analytics,78.39,117.8,2026-03-03
INV-130949,T-1081,Database,614.17,156.18,2026-06-04
INV-130950,T-1019,Database,1504.59,425.18,2026-05-01
INV-130951,T-1012,Analytics,903.27,444.9,2026-01-29
INV-130952,T-1006,Compute,318.97,155.35,2026-06-08
INV-130953,T-1025,Network,636.04,348.14,2026-01-02
INV-130954,T-1065,Storage,364.69,230.56,2026-02-04
INV-130955,T-1023,Database,978.82,474.46,2026-02-05
INV-130956,T-1011,Network,211.31,115.24,2026-02-12
INV-130957,T-1023,Network,95.42,156.22,2026-08-15
INV-130958,T-1016,Database,1284.0,273.66,2026-01-28
INV-130959,T-1020,Network,1022.72,447.26,2026-05-01
INV-130960,T-1014,Analytics,294.32,85.74,2026-01-16
INV-130961,T-1017,Compute,1396.89,468.07,2026-03-29
INV-130962,T-1031,Storage,1582.81,484.31,2026-02-27
INV-130963,,Storage,998.11,264.96,2026-03-22
INV-130964,T-1008,Network,516.99,308.8,2026-05-27
INV-130965,T-1015,Compute,293.55,59.75,2026-03-15
INV-130966,T-1013,Compute,1510.89,319.55,2026-07-16
INV-130967,T-1057,Compute,84.41,63.12,2026-05-05
INV-130968,T-1008,Compute,1373.06,424.95,2026-07-11
INV-130969,T-1056,Analytics,329.05,159.98,2026-04-21
INV-130970,T-1062,Compute,953.44,366.24,2026-04-05
INV-130971,T-1050,UnknownService,36.1,38.61,2026-02-10
INV-130972,T-1083,Network,1020.26,422.33,2026-06-09
INV-130973,T-1067,Storage,716.97,485.69,2026-07-31
INV-130974,T-1043,Network,930.56,224.59,2026-06-14
INV-130975,T-1031,Database,569.39,246.51,2026-06-15
INV-130976,T-1071,Compute,804.27,440.31,2026-03-17
INV-130977,T-1045,Storage,1174.35,495.63,2026-08-08
INV-130978,T-1033,Compute,46.72,52.52,2026-05-03
INV-130979,T-1025,Analytics,1715.14,435.25,2026-05-03
INV-130980,T-1029,Database,121.87,36.82,2026-01-21
INV-130981,T-1011,Compute,346.33,97.11,2026-05-30
INV-130982,T-1065,Storage,2049.61,449.63,2026-03-22
INV-130983,T-1018,Compute,1491.58,306.71,2026-08-24
INV-130984,T-1064,Network,289.39,329.03,2026-03-26
INV-130985,T-1023,Network,533.69,141.32,2026-01-05
INV-130986,T-1012,Storage,1640.42,478.13,2026-06-18
INV-130987,T-1084,Network,831.42,485.81,2026-07-21
INV-130988,T-1026,Database,1423.9,311.66,2026-03-27
INV-130989,,Analytics,19.47,32.37,2026-02-23
INV-130990,T-1058,Storage,221.42,227.37,2026-05-16
INV-130991,T-1047,Compute,1183.77,354.6,2026-06-01
INV-130992,T-1066,Compute,1362.74,307.65,2026-04-15
INV-130993,T-1047,Network,300.04,104.96,2026-05-14
INV-130994,T-1029,Analytics,494.83,106.14,2026-03-26
INV-130995,T-1033,Analytics,1097.98,221.72,2026-06-28
INV-130996,T-1025,Compute,1110.63,321.05,2026-03-09
INV-130997,T-1043,Analytics,831.49,404.47,2026-07-22
INV-130998,T-1068,Analytics,727.25,205.21,2026-01-18
INV-130999,T-1018,Storage,319.97,286.67,2026-06-01
INV-131000,T-1028,Compute,906.51,414.93,2026-06-26
INV-131001,T-1075,Network,1635.1,444.17,2026-06-17
INV-131002,T-1024,Analytics,170.08,148.35,2026-04-13
INV-131003,T-1084,Storage,103.68,51.82,2026-01-09
INV-131004,T-1081,Compute,344.58,123.44,2026-03-18
INV-131005,T-1036,Network,624.13,142.73,2026-03-08
INV-131006,T-1024,Compute,431.0,125.33,2026-07-11
INV-131007,T-1021,Compute,1251.72,428.79,2026-06-19
INV-131008,T-1040,Storage,585.76,232.28,2026-05-23
INV-131009,T-1052,Database,1390.8,362.74,2026-03-20
INV-131010,T-1015,Compute,481.89,108.53,2026-07-20
INV-131011,T-1055,Network,21.89,14.09,2026-08-02
INV-131012,T-1043,Compute,1674.72,462.33,2026-01-28
INV-131013,T-1014,Network,335.43,81.16,2026-01-25
INV-131014,T-1067,Analytics,274.78,421.29,2026-04-09
INV-131015,T-1021,Network,423.25,185.56,2026-03-15
INV-131016,T-1012,Database,695.77,173.13,2026-02-04
INV-131017,T-1081,Database,239.33,66.63,2026-01-15
INV-131018,T-1032,Database,359.61,79.48,2026-05-05
INV-131019,T-1048,Analytics,231.3,436.38,2026-04-18
INV-131020,T-1061,Storage,466.7,139.31,2026-07-20
INV-131021,T-1066,Compute,668.26,172.65,2026-03-23
INV-131022,T-1022,Analytics,1795.25,400.74,2026-04-13
INV-131023,T-1015,Storage,303.45,82.09,2026-08-12
INV-131024,T-1071,Network,159.03,141.83,2026-08-28
INV-131025,T-1010,Storage,539.41,204.95,2026-04-21
INV-131026,T-1018,Compute,204.89,328.9,2026-03-17
INV-131027,T-1082,Compute,1869.44,469.56,2026-06-07
INV-131028,T-1039,Network,362.43,197.79,2026-05-08
INV-131029,T-1066,Database,1018.01,428.05,2026-07-21
INV-131030,T-1039,Analytics,2103.25,483.84,2026-01-31
INV-131031,T-1013,Compute,785.1,167.19,2026-01-14
INV-131032,T-1010,Storage,178.19,106.3,2026-06-25
INV-131033,T-1011,Storage,617.35,219.15,2026-04-02
INV-131034,T-1074,Compute,1506.08,356.17,2026-08-28
INV-131035,T-1031,Analytics,714.21,157.83,2026-04-30
INV-131036,T-1078,Network,265.85,106.96,2026-03-22
INV-131037,T-1023,Analytics,20.15,17.01,2026-06-06
INV-131038,T-1047,Network,578.76,246.82,2026-08-24
INV-131039,T-1054,Database,54.91,79.31,2026-04-14
INV-131040,T-1020,Storage,170.19,278.93,2026-07-09
INV-131041,T-1044,Network,461.09,166.67,2026-05-29
INV-131042,T-1057,Database,240.71,462.17,2026-07-04
INV-131043,T-1012,Compute,81.32,20.92,2026-02-18
INV-131044,T-1023,Network,831.48,239.1,2026-07-02
INV-131045,T-1019,Analytics,229.13,126.47,2026-01-09
INV-131046,T-1066,Storage,1183.02,387.65,2026-03-09
INV-131047,T-1031,Database,1267.44,476.36,2026-05-12
INV-131048,T-1009,Network,956.63,321.13,2026-04-24
INV-131049,T-1012,Storage,808.39,311.54,2026-08-07
INV-131050,T-1084,Network,215.44,238.0,2026-06-14
INV-131051,T-1057,Storage,154.43,243.67,2026-05-14
INV-131052,T-1041,Database,564.15,322.63,2026-08-15
INV-131053,T-1052,Storage,111.15,59.68,2026-03-02
INV-131054,T-1076,Analytics,1067.97,255.97,2026-03-23
INV-131055,T-1049,Network,845.56,404.92,2026-05-17
INV-131056,T-1031,Network,570.71,466.27,2026-04-28
INV-131057,T-1005,Storage,314.17,78.55,2026-07-26
INV-131058,T-1048,Database,1445.65,362.69,2026-02-07
INV-131059,T-1069,Network,941.1,282.36,2026-06-01
INV-131060,T-1006,Network,1291.75,338.85,2026-01-17
INV-131061,T-1047,Analytics,116.56,76.07,2026-03-25
INV-131062,T-1023,Storage,239.97,55.79,2026-03-14
INV-131063,T-1063,Compute,37.07,52.7,2026-03-20
INV-131064,T-1072,Database,372.39,87.99,2026-08-25
INV-131065,T-1042,UnknownService,936.9,219.14,2026-07-27
INV-131066,T-1060,Analytics,657.32,480.61,2026-02-07
INV-131067,T-1060,Network,351.73,154.57,2026-02-26
INV-131068,T-1069,Network,278.57,57.24,2026-07-04
INV-131069,T-1074,Network,767.0,391.81,2026-01-19
INV-131070,T-1020,Database,175.81,233.48,2026-03-14
INV-131071,T-1068,Network,1439.24,322.67,2026-02-16
INV-131072,T-1036,Database,126.34,166.84,2026-06-11
INV-131073,T-1068,Database,803.26,257.92,2026-07-06
INV-131074,T-1004,Database,95.74,48.51,2026-08-26
INV-131075,T-1084,Compute,665.97,363.5,2026-07-03
INV-131076,T-1052,Analytics,908.13,267.4,2026-05-29
INV-131077,T-1022,Analytics,938.46,191.73,2026-05-27
INV-131078,T-1062,Storage,292.35,131.58,2026-01-10
INV-131079,T-1073,Network,1205.16,332.46,2026-06-23
INV-131080,T-1080,Compute,965.77,471.65,2026-04-15
INV-131081,T-1072,Analytics,945.03,394.07,2026-01-27
INV-131082,T-1071,Storage,130.91,107.23,2026-08-18
INV-131083,T-1076,Compute,174.58,339.83,2026-06-11
INV-131084,T-1039,Network,1000.56,202.46,2026-02-25
INV-131085,T-1024,Network,105.7,23.31,2026-03-12
INV-131086,T-1034,Network,514.84,216.33,2026-07-06
INV-131087,T-1055,Network,1481.22,417.58,2026-02-09
INV-131088,T-1067,Network,1039.9,424.03,2026-01-23
INV-131089,T-1068,Database,142.78,102.93,2026-05-07
INV-131090,T-1050,Database,1127.5,304.11,2026-08-28
INV-131091,T-1016,Analytics,1384.73,461.69,2026-04-12
INV-131092,T-1070,Database,571.58,372.66,2026-03-25
INV-131093,T-1008,Database,119.25,45.21,2026-06-13
INV-131094,T-1077,Storage,140.48,57.87,2026-04-28
INV-131095,T-1076,Compute,923.78,346.82,2026-05-25
INV-131096,T-1041,Storage,294.4,98.84,2026-02-06
INV-131097,T-1009,Compute,280.19,216.92,2026-04-19
INV-131098,T-1011,Compute,668.57,446.99,2026-07-01
INV-131099,T-1052,Compute,669.67,214.62,2026-06-14
INV-131100,T-1053,Storage,977.0,471.17,2026-01-07
INV-131101,T-1017,Storage,270.21,295.5,2026-07-17
INV-131102,T-1076,Database,118.92,67.3,2026-07-07
INV-131103,T-1059,Compute,363.45,99.74,2026-03-11
INV-131104,T-1076,Network,1107.6,223.55,2026-01-23
INV-131105,T-1020,Storage,682.65,205.62,2026-06-24
INV-131106,T-1038,UnknownService,1388.37,447.54,2026-05-27
INV-131107,T-1001,Database,1032.21,235.86,2026-06-01
INV-131108,T-1067,Network,25.8,15.91,2026-04-09
INV-131109,T-1002,Analytics,1271.31,365.67,2026-03-31
INV-131110,T-1067,Network,84.9,90.62,2026-01-07
INV-131111,T-1041,Analytics,1214.46,373.28,2026-01-28
INV-131112,T-1005,Storage,1310.61,413.2,2026-01-14
INV-131113,T-1044,Analytics,1619.67,399.66,2026-07-20
INV-131114,T-1084,Compute,712.47,301.3,2026-03-18
INV-131115,T-1053,Compute,165.89,92.21,2026-02-05
INV-131116,T-1077,Analytics,1008.05,275.09,2026-02-03
INV-131117,T-1044,Storage,1571.09,443.84,2026-05-29
INV-131118,T-1005,Network,86.95,41.85,2026-03-24
INV-131119,T-1049,Analytics,1061.24,476.01,2026-03-21
INV-131120,T-1036,Analytics,749.48,274.13,2026-05-20
INV-131121,T-1007,Storage,76.33,44.47,2026-07-01
INV-131122,T-1028,Network,196.64,248.75,2026-08-23
INV-131123,T-1031,Compute,1558.76,371.95,2026-04-20
INV-131124,T-1044,Compute,1347.94,481.89,2026-06-28
INV-131125,T-1068,Analytics,1205.07,375.12,2026-01-04
INV-131126,T-1049,Network,107.09,23.3,2026-03-17
INV-131127,T-1062,Storage,1133.14,415.77,2026-07-16
INV-131128,T-1064,Storage,1442.47,460.06,2026-05-25
INV-131129,T-1004,Analytics,353.55,289.03,2026-08-25
INV-131130,T-1082,Compute,365.52,81.31,2026-08-02
INV-131131,T-1043,Network,952.81,269.06,2026-03-13
INV-131132,T-1072,Storage,185.29,40.57,2026-07-12
INV-131133,T-1029,Database,2392.89,491.47,2026-06-26
INV-131134,T-1035,Analytics,283.96,315.09,2026-04-11
INV-131135,T-1037,Database,238.31,51.38,2026-08-13
INV-131136,T-1071,Analytics,542.77,308.63,2026-06-25
INV-131137,T-1026,Storage,585.65,166.64,2026-04-10
INV-131138,T-1020,Analytics,583.85,428.51,2026-02-27
INV-131139,T-1073,Analytics,226.97,193.52,2026-05-18
INV-131140,T-1003,Storage,1333.23,330.43,2026-06-23
INV-131141,T-1081,Database,244.81,329.56,2026-08-14
INV-131142,T-1035,Compute,1250.89,495.59,2026-08-10
INV-131143,T-1081,Compute,1023.86,243.02,2026-05-07
INV-131144,T-1005,Analytics,349.92,248.55,2026-06-26
INV-131145,T-1029,Analytics,278.72,348.97,2026-04-29
INV-131146,T-1052,Analytics,46.82,10.71,2026-06-14
INV-131147,T-1020,Storage,81.28,132.33,2026-01-25
INV-131148,T-1005,Analytics,311.99,409.53,2026-03-01
INV-131149,T-1010,Database,77.39,80.24,2026-02-10
INV-131150,T-1032,Compute,425.4,175.12,2026-08-10
INV-131151,T-1026,UnknownService,393.02,325.8,2026-02-02
INV-131152,T-1058,Network,574.43,128.24,2026-08-28
INV-131153,T-1076,Database,311.69,99.47,2026-08-14
INV-131154,T-1061,Compute,1541.44,318.38,2026-05-21
INV-131155,T-1001,Network,564.87,456.7,2026-04-25
INV-131156,T-1082,Compute,313.97,329.04,2026-04-03
INV-131157,T-1067,Compute,92.65,137.96,2026-06-29
INV-131158,T-1071,Storage,121.1,174.53,2026-04-12
INV-131159,T-1070,Compute,516.22,213.01,2026-04-23
INV-131160,T-1042,Compute,368.06,471.24,2026-01-25
INV-131161,T-1028,Database,37.22,12.56,2026-02-22
INV-131162,T-1024,Storage,720.38,489.06,2026-02-19
INV-131163,T-1019,Analytics,282.33,177.44,2026-06-06
INV-131164,T-1018,Network,1022.51,365.95,2026-07-31
INV-131165,T-1067,Storage,512.37,184.41,2026-01-29
INV-131166,T-1010,Network,527.55,493.89,2026-08-02
INV-131167,T-1076,Network,1383.05,483.75,2026-08-02
INV-131168,T-1062,Network,304.41,157.2,2026-02-19
INV-131169,T-1056,Analytics,1258.15,306.71,2026-08-09
INV-131170,T-1079,Database,230.18,78.35,2026-07-25
INV-131171,T-1064,Database,493.54,277.42,2026-04-02
INV-131172,T-1083,Database,1747.51,478.12,2026-08-10
INV-131173,T-1060,Compute,71.85,108.54,2026-02-10
INV-131174,T-1005,Analytics,1226.96,339.69,2026-04-26
INV-131175,T-1021,Network,1406.74,384.22,2026-01-27
INV-131176,T-1040,Storage,248.15,421.66,2026-03-17
INV-131177,T-1060,Database,599.62,222.81,2026-06-05
INV-131178,T-1064,Network,1545.77,494.06,2026-03-28
INV-131179,T-1038,Analytics,1243.44,295.13,2026-06-30
INV-131180,T-1003,Analytics,645.22,174.7,2026-01-22
INV-131181,T-1054,Compute,1419.43,435.43,2026-02-02
INV-131182,T-1023,Network,251.78,81.03,2026-02-19
INV-131183,T-1044,Analytics,1601.81,355.54,2026-04-09
INV-131184,T-1012,Compute,221.61,44.7,2026-03-01
INV-131185,T-1053,Network,276.02,118.99,2026-02-17
INV-131186,T-1016,Compute,300.66,60.83,2026-04-24
INV-131187,T-1080,Database,556.2,152.31,2026-04-22
INV-131188,T-1033,Compute,497.15,154.96,2026-07-06
INV-131189,T-1061,Database,419.32,473.58,2026-01-16
INV-131190,T-1023,Network,160.96,214.45,2026-04-01
INV-131191,T-1079,Storage,-1118.69,258.84,2026-08-17
INV-131192,T-1020,Database,1151.54,284.21,2026-08-10
INV-131193,T-1071,Network,893.55,361.38,2026-02-17
INV-131194,T-1062,Database,678.6,360.07,2026-08-07
INV-131195,T-1084,Compute,452.9,232.17,2026-06-10
INV-131196,T-1085,Storage,292.54,97.67,2026-05-26
INV-131197,T-1004,Database,1704.31,398.47,2026-04-17
INV-131198,T-1038,Compute,281.8,248.1,2026-05-02
INV-131199,T-1071,Analytics,564.87,243.98,2026-05-01
INV-131200,T-1071,Database,1498.57,421.32,2026-06-24
INV-131201,T-1083,Database,226.77,234.46,2026-02-07
INV-131202,T-1034,Analytics,328.95,395.94,2026-05-26
INV-131203,T-1063,Network,1969.35,430.34,2026-08-25
INV-131204,T-1009,Compute,657.67,170.35,2026-06-29
INV-131205,T-1080,Analytics,1413.57,337.17,2026-02-22
INV-131206,T-1049,Network,1754.8,397.46,2026-03-21
INV-131207,T-1004,Storage,857.64,327.31,2026-01-27
INV-131208,T-1020,Network,444.91,116.53,2026-07-09
INV-131209,T-1068,Network,-500.69,239.98,2026-01-08
INV-131210,T-1067,Analytics,1376.58,471.97,2026-04-12
INV-131211,T-1045,Storage,322.75,292.3,2026-07-25
INV-131212,T-1026,Database,152.44,107.5,2026-05-08
INV-131213,T-1030,Compute,1555.28,363.1,2026-03-04
INV-131214,T-1066,Analytics,872.89,485.67,2026-01-16
INV-131215,T-1002,Network,1557.81,450.79,2026-06-03
INV-131216,T-1010,Storage,1050.4,275.43,2026-05-09
INV-131217,T-1047,Analytics,2195.29,488.14,2026-07-02
INV-131218,T-1061,Network,308.91,181.27,2026-02-23
INV-131219,T-1014,Storage,1039.58,254.57,2026-08-14
INV-131220,T-1031,Storage,388.55,166.84,2026-06-09
INV-131221,T-1064,Database,263.7,341.42,2026-03-11
INV-131222,T-1013,Storage,268.47,192.53,2026-08-25
INV-131223,T-1075,Compute,531.59,309.48,2026-01-29
INV-131224,T-1022,Analytics,616.43,284.48,2026-05-15
INV-131225,T-1037,Compute,1189.42,310.07,2026-01-04
INV-131226,T-1007,Database,923.43,264.7,2026-04-15
INV-131227,T-1008,Storage,202.14,351.97,2026-01-08
INV-131228,T-1069,Compute,1089.04,263.39,2026-03-26
